Radii of counted particles (micrometer),Number of images analyzed,Total number of particles counted,Total imaged area (micrometer squared),Areal particle density (particle per square micrometer)
0.2516652958708506,,,,
0.09512054092853729,,,,
0.2813703545724095,,,,
0.2144611378351934,,,,
0.08237680486583074,,,,
0.2604983297432664,,,,
0.24713041459749222,,,,
0.36116590071034693,,,,
0.2531588715700892,,,,
0.1624492499543611,,,,
0.1736655531621776,,,,
0.23460924310031642,,,,
0.08237680486583074,,,,
0.08237680486583074,,,,
0.29446427206196807,,,,
0.30453432054862023,,,,
0.4091289163221593,,,,
0.2676365919365702,,,,
0.21967147964221528,,,,
0.5070617813713056,,,,
0.40820641477329384,,,,
0.3374210417869599,,,,
0.23299678933243959,,,,
0.2786777533540258,,,,
0.34624399534377837,,,,
0.15773957205780112,,,,
0.2091210183480643,,,,
0.2676365919365702,,,,
0.41914245116499943,,,,
0.29828038294131776,,,,
0.11649839466621979,,,,
0.12280009029948866,,,,
0.0868327765810888,,,,
0.11649839466621979,,,,
0.2486512315030966,,,,
0.25464368706786944,,,,
0.20364091187258285,,,,
0.23780135232134322,,,,
0.1287938212621973,,,,
0.24713041459749222,,,,
0.1478708901625527,,,,
0.28929783111090246,,,,
0.1063479977863802,,,,
0.4209375019956765,,,,
0.2879917394242309,,,,
0.317860152566611,,,,
0.10983573982110764,,,,
0.22643217837514332,,,,
0.21967147964221528,,,,
0.2970137938526442,,,,
0.2575876425243946,,,,
0.43589707895016727,,,,
0.25464368706786944,,,,
0.34186098326090075,,,,
0.25016280306409394,,,,
0.5640789766925994,,,,
0.23299678933243959,,,,
0.35907216770192585,,,,
0.2531588715700892,,,,
0.3473311063243552,,,,
0.2516652958708506,,,,
0.35164594389245135,,,,
0.34186098326090075,,,,
0.17148099383385612,,,,
0.39122960151586184,,,,
0.280027290318864,,,,
0.33405236133570887,,,,
0.2091210183480643,,,,
0.4044953703400743,,,,
0.21967147964221528,,,,
0.09512054092853729,,,,
0.2957417803251054,,,,
0.38832798222073267,,,,
0.1258326479354253,,,,
0.3385364862898466,,,,
0.3385364862898466,,,,
0.29954161640162336,,,,
0.1960960187071235,,,,
0.36116590071034693,,,,
0.2091210183480643,,,,
0.36634788573200044,,,,
0.4553549219471393,,,,
0.5457355385228826,,,,
0.25464368706786944,,,,
0.21794853947508364,,,,
0.2486512315030966,,,,
0.1063479977863802,,,,
0.22643217837514332,,,,
0.17582297194622568,,,,
0.3057697589705168,,,,
0.29828038294131776,,,,
0.45286435675028663,,,,
0.30329384972849627,,,,
0.11649839466621979,,,,
0.18006027791203566,,,,
0.3473311063243552,,,,
0.3440594688333198,,,,
0.5224418679756462,,,,
0.2162118700498286,,,,
0.25904707427445195,,,,
0.36531736924409813,,,,
0.6339387407565832,,,,
0.10983573982110764,,,,
0.4245048327426587,,,,
0.33178757345055393,,,,
0.1960960187071235,,,,
0.30329384972849627,,,,
0.6770729725796932,,,,
0.2853616227856119,,,,
0.41279830741714174,,,,
0.3440594688333198,,,,
0.3527164058629697,,,,
0.5092873741357389,,,,
0.4503600185276403,,,,
0.1196907225673086,,,,
0.340756421461477,,,,
0.29954161640162336,,,,
0.2840374317760948,,,,
0.35484764221091764,,,,
0.3527164058629697,,,,
0.1692682431449233,,,,
0.38735594569691006,,,,
0.27321295316828353,,,,
0.22643217837514332,,,,
0.5166367781554633,,,,
0.31187354976861786,,,,
0.08237680486583074,,,,
0.27732164918298224,,,,
0.2931811972349295,,,,
0.29446427206196807,,,,
0.280027290318864,,,,
0.30204828450804605,,,,
0.6995295044970622,,,,
0.3559084745991946,,,,
0.18214196877885572,,,,
0.21967147964221528,,,,
0.36324756579180606,,,,
0.5394824742537588,,,,
0.340756421461477,,,,
0.2144611378351934,,,,
0.4651838585419993,,,,
0.1736655531621776,,,,
0.3363018976035063,,,,
0.582491973331099,,,,
0.48966295410541816,,,,
0.2393814451346172,,,,
0.3202234576158115,,,,
0.31547914411560224,,,,
0.401689588239376,,,,
0.29059805263344485,,,,
0.36531736924409813,,,,
0.1063479977863802,,,,
0.31066238577658617,,,,
0.4262773032189597,,,,
0.44699907589692395,,,,
0.5033305917417012,,,,
0.10274192680835705,,,,
0.3734818939954837,,,,
0.36116590071034693,,,,
0.29446427206196807,,,,
0.35907216770192585,,,,
0.08237680486583074,,,,
0.5779437232404301,,,,
0.5144429815015683,,,,
0.4109677072334282,,,,
0.23299678933243959,,,,
0.2970137938526442,,,,
0.34296198766771224,,,,
0.45119634240216827,,,,
0.33405236133570887,,,,
0.49881632484290483,,,,
0.45119634240216827,,,,
0.5345684130818157,,,,
0.7858246344899014,,,,
0.08237680486583074,,,,
0.35164594389245135,,,,
0.3306493622968727,,,,
0.3494951839986594,,,,
0.18420013544923297,,,,
0.15533119288829308,,,,
0.1063479977863802,,,,
0.19800919590176277,,,,
0.3190439933591405,,,,
0.34624399534377837,,,,
0.33405236133570887,,,,
0.29954161640162336,,,,
0.38442508937387676,,,,
0.3734818939954837,,,,
0.350572213312942,,,,
0.29954161640162336,,,,
0.4643727265237965,,,,
0.31187354976861786,,,,
0.44361267048765807,,,,
0.0868327765810888,,,,
0.18420013544923297,,,,
0.22307744212707045,,,,
0.26622425177760206,,,,
0.2604983297432664,,,,
0.17582297194622568,,,,
0.25904707427445195,,,,
0.2633768517102211,,,,
0.26622425177760206,,,,
0.33964826756271493,,,,
0.25611989472197816,,,,
0.43155103741376605,,,,
0.3537836288945113,,,,
0.29954161640162336,,,,
0.32373606863316884,,,,
0.22476106934884116,,,,
0.42361581641033486,,,,
0.2970137938526442,,,,
0.3537836288945113,,,,
0.3190439933591405,,,,
0.22643217837514332,,,,
0.4253919911455208,,,,
0.30453432054862023,,,,
0.2486512315030966,,,,
0.20364091187258285,,,,
0.35484764221091764,,,,
0.27182958755451286,,,,
0.22809104434981844,,,,
0.4461548842541409,,,,
0.08237680486583074,,,,
0.2091210183480643,,,,
0.33517901668040184,,,,
0.4253919911455208,,,,
0.24406035237492416,,,,
0.18420013544923297,,,,
0.29954161640162336,,,,
0.37448994412578274,,,,
0.2516652958708506,,,,
0.41004934249407426,,,,
0.3941098583249275,,,,
0.08237680486583074,,,,
0.4164353671843561,,,,
0.41004934249407426,,,,
0.3569661544185999,,,,
0.44361267048765807,,,,
0.41188402432915366,,,,
0.2690415180828051,,,,
0.2840374317760948,,,,
0.3130800283540243,,,,
0.32373606863316884,,,,
0.36634788573200044,,,,
0.34296198766771224,,,,
0.2840374317760948,,,,
0.5338627118987919,,,,
0.5267537034204423,,,,
0.30204828450804605,,,,
0.5003256061281879,,,,
0.3166718861547249,,,,
0.29446427206196807,,,,
0.2633768517102211,,,,
0.14529902631672242,,,,
0.2531588715700892,,,,
0.35907216770192585,,,,
0.41371056998260886,,,,
0.37849529810401134,,,,
0.10274192680835705,,,,
0.598453612836543,,,,
0.5159065491287926,,,,
0.1779542372995973,,,,
0.3225694483753564,,,,
0.2970137938526442,,,,
0.2813703545724095,,,,
0.43934295928443057,,,,
0.6022214587428613,,,,
0.33292189324988053,,,,
0.1478708901625527,,,,
0.49881632484290483,,,,
0.2853616227856119,,,,
0.31066238577658617,,,,
0.441909736484087,,,,
0.37145758697958703,,,,
0.24406035237492416,,,,
0.10274192680835705,,,,
0.5055726099282728,,,,
0.5003256061281879,,,,
0.22973793248279437,,,,
0.43589707895016727,,,,
0.36324756579180606,,,,
0.13729467477638455,,,,
0.27321295316828353,,,,
0.4545262498828942,,,,
0.3704412852474996,,,,
0.3007975616014455,,,,
0.32836110392306267,,,,
0.32373606863316884,,,,
0.39601839180352555,,,,
0.3494951839986594,,,,
0.33964826756271493,,,,
0.29954161640162336,,,,
0.527468915838677,,,,
0.09512054092853729,,,,
0.44020021465428544,,,,
0.08237680486583074,,,,
0.3440594688333198,,,,
0.5166367781554633,,,,
0.37849529810401134,,,,
0.585075098966509,,,,
0.3527164058629697,,,,
0.18006027791203566,,,,
0.31066238577658617,,,,
0.5640789766925994,,,,
0.3824587077350402,,,,
0.3374210417869599,,,,
0.3166718861547249,,,,
0.37849529810401134,,,,
0.4627461970901419,,,,
0.25611989472197816,,,,
0.18420013544923297,,,,
0.4461548842541409,,,,
0.25904707427445195,,,,
0.3166718861547249,,,,
0.09512054092853729,,,,
0.531739988931901,,,,
0.2091210183480643,,,,
0.2690415180828051,,,,
0.30453432054862023,,,,
0.3764979474965144,,,,
0.550549933946965,,,,
0.4973024630061932,,,,
0.8600390920239869,,,,
0.2054838536167141,,,,
0.3473311063243552,,,,
0.13452075904140254,,,,
0.3892975916757048,,,,
0.3494951839986594,,,,
0.26622425177760206,,,,
0.23137309854507096,,,,
0.4091289163221593,,,,
0.36428393755771143,,,,
0.3306493622968727,,,,
0.32721097393072596,,,,
0.35164594389245135,,,,
0.19024108185707458,,,,
0.36116590071034693,,,,
0.23299678933243959,,,,
0.29059805263344485,,,,
0.3070002257487216,,,,
0.5921205921333337,,,,
0.14268081139280595,,,,
0.2017811385621038,,,,
0.3166718861547249,,,,
0.21967147964221528,,,,
0.41279830741714174,,,,
0.31066238577658617,,,,
0.08237680486583074,,,,
0.5766376340608151,,,,
0.38344315906172455,,,,
0.3814717158761299,,,,
0.08237680486583074,,,,
0.08237680486583074,,,,
0.2531588715700892,,,,
0.3892975916757048,,,,
0.3374210417869599,,,,
0.08237680486583074,,,,
0.09512054092853729,,,,
0.11649839466621979,,,,
0.2931811972349295,,,,
0.4044953703400743,,,,
0.4602956263041765,,,,
0.6731640650211174,,,,
0.4779748026727694,,,,
0.34296198766771224,,,,
0.434163882905444,,,,
0.32605678700468127,,,,
0.19990406391702195,,,,
0.27321295316828353,,,,
0.48579815055108455,,,,
0.39791777148602814,,,,
0.3166718861547249,,,,
0.5450442962713972,,,,
0.33405236133570887,,,,
0.44020021465428544,,,,
0.44530909224374443,,,,
0.2704391457632908,,,,
0.3166718861547249,,,,
0.5338627118987919,,,,
0.571383423056908,,,,
0.16475360973166148,,,,
0.45947586496558873,,,,
0.4164353671843561,,,,
0.3166718861547249,,,,
0.4091289163221593,,,,
0.548491796148651,,,,
0.1196907225673086,,,,
0.4461548842541409,,,,
0.2813703545724095,,,,
0.43155103741376605,,,,
0.3601205558240713,,,,
0.3007975616014455,,,,
0.1692682431449233,,,,
0.10983573982110764,,,,
0.23780135232134322,,,,
0.19800919590176277,,,,
0.3764979474965144,,,,
0.41188402432915366,,,,
0.3754952880665881,,,,
0.2531588715700892,,,,
0.48579815055108455,,,,
0.3484148253581909,,,,
0.5620703804862304,,,,
0.22138101110320718,,,,
0.4182420366961286,,,,
0.3559084745991946,,,,
0.6647104345522065,,,,
0.392192037414247,,,,
0.41279830741714174,,,,
0.2516652958708506,,,,
0.22138101110320718,,,,
0.39791777148602814,,,,
0.420040935478296,,,,
0.1528848794852584,,,,
0.08237680486583074,,,,
0.43934295928443057,,,,
0.33517901668040184,,,,
0.3774979438062759,,,,
0.46111393028581577,,,,
0.16475360973166148,,,,
0.15533119288829308,,,,
0.39601839180352555,,,,
0.19221254468693838,,,,
0.09512054092853729,,,,
0.4779748026727694,,,,
0.4367610977939387,,,,
0.14268081139280595,,,,
0.43329468507085794,,,,
0.27182958755451286,,,,
0.25611989472197816,,,,
0.4578319388903746,,,,
0.3306493622968727,,,,
0.3374210417869599,,,,
0.6451388967507128,,,,
0.6034721796306239,,,,
0.7149876417249259,,,,
0.37849529810401134,,,,
0.3824587077350402,,,,
0.140013645159432,,,,
0.15039878080072275,,,,
0.08237680486583074,,,,
0.46921848620063283,,,,
0.33178757345055393,,,,
0.40820641477329384,,,,
0.29954161640162336,,,,
0.35164594389245135,,,,
0.5173659765115363,,,,
0.45700775831405915,,,,
0.2957417803251054,,,,
0.37849529810401134,,,,
0.3494951839986594,,,,
0.140013645159432,,,,
0.3385364862898466,,,,
0.5727014949884327,,,,
0.3559084745991946,,,,
0.6133861437383356,,,,
0.23137309854507096,,,,
0.350572213312942,,,,
0.1779542372995973,,,,
0.31547914411560224,,,,
0.5373819504787289,,,,
0.46599357866487917,,,,
0.5394824742537588,,,,
0.3248984999087222,,,,
0.4842435924832645,,,,
0.32950721946332295,,,,
0.5380830361656102,,,,
0.6781856651505237,,,,
0.3824587077350402,,,,
0.08237680486583074,,,,
0.36428393755771143,,,,
0.25016280306409394,,,,
0.16011172880790575,,,,
0.39601839180352555,,,,
0.39601839180352555,,,,
0.11649839466621979,,,,
0.29828038294131776,,,,
0.44784167622228077,,,,
0.3941098583249275,,,,
0.4164353671843561,,,,
0.3774979438062759,,,,
0.3363018976035063,,,,
0.2690415180828051,,,,
0.3814717158761299,,,,
0.4384840279461987,,,,
0.39791777148602814,,,,
0.3774979438062759,,,,
0.26622425177760206,,,,
0.19416399111036634,,,,
0.854762728775013,,,,
0.32605678700468127,,,,
0.09512054092853729,,,,
0.3601205558240713,,,,
0.3473311063243552,,,,
0.1736655531621776,,,,
0.3306493622968727,,,,
0.5694005943249403,,,,
0.14268081139280595,,,,
0.3484148253581909,,,,
0.14268081139280595,,,,
0.5115032832550642,,,,
0.17582297194622568,,,,
0.5740165403363758,,,,
0.5063177431401784,,,,
0.5727014949884327,,,,
0.3007975616014455,,,,
0.1478708901625527,,,,
0.08237680486583074,,,,
0.38735594569691006,,,,
0.36840027089846594,,,,
0.5876468700386166,,,,
0.4035622771242076,,,,
0.09107098438942786,,,,
0.3704412852474996,,,,
0.42361581641033486,,,,
0.4627461970901419,,,,
0.2531588715700892,,,,
0.7107569084773964,,,,
0.33517901668040184,,,,
0.1862355578518611,,,,
0.6195018098593154,,,,
0.44868269419541934,,,,
0.29954161640162336,,,,
0.3892975916757048,,,,
0.6532687805375523,,,,
0.20731041268120934,,,,
0.3601205558240713,,,,
0.5526004063476989,,,,
0.36324756579180606,,,,
0.5063177431401784,,,,
0.540180833736107,,,,
0.5607273191152536,,,,
0.18420013544923297,,,,
0.4072818237451657,,,,
0.19024108185707458,,,,
0.5267537034204423,,,,
0.36116590071034693,,,,
0.5811961052668897,,,,
0.5532822084655534,,,,
0.45286435675028663,,,,
0.8122462497718055,,,,
0.26622425177760206,,,,
0.19800919590176277,,,,
0.5844303879178359,,,,
0.6170628168861375,,,,
0.32373606863316884,,,,
0.10274192680835705,,,,
0.31547914411560224,,,,
0.4950229897544069,,,,
0.22476106934884116,,,,
0.4026270214588156,,,,
0.1478708901625527,,,,
0.5366799489373951,,,,
0.23460924310031642,,,,
0.2619415448299671,,,,
0.14268081139280595,,,,
0.5352731838731404,,,,
0.39315211727779914,,,,
0.30822578042507115,,,,
0.08237680486583074,,,,
0.2676365919365702,,,,
0.4072818237451657,,,,
0.22809104434981844,,,,
0.12280009029948866,,,,
0.5310305289909611,,,,
0.27182958755451286,,,,
0.2853616227856119,,,,
0.28929783111090246,,,,
0.1624492499543611,,,,
0.4461548842541409,,,,
0.6182835160354925,,,,
0.35164594389245135,,,,
0.36840027089846594,,,,
0.2827070383649505,,,,
0.280027290318864,,,,
0.5978233297624247,,,,
0.3794900312204821,,,,
0.22476106934884116,,,,
0.32373606863316884,,,,
0.3248984999087222,,,,
0.1063479977863802,,,,
0.140013645159432,,,,
0.4173396795786948,,,,
0.31187354976861786,,,,
0.20364091187258285,,,,
0.1196907225673086,,,,
0.47242137994371713,,,,
0.2017811385621038,,,,
0.14268081139280595,,,,
0.4227249304265321,,,,
0.3734818939954837,,,,
0.25016280306409394,,,,
0.9696542717747527,,,,
0.4779748026727694,,,,
0.350572213312942,,,,
0.4146208253624187,,,,
0.1862355578518611,,,,
0.18006027791203566,,,,
0.5952955242337374,,,,
0.08237680486583074,,,,
0.3694221876213464,,,,
0.40074996218470355,,,,
0.39315211727779914,,,,
0.10274192680835705,,,,
0.1063479977863802,,,,
0.44276202220641436,,,,
0.4708226566449088,,,,
0.15773957205780112,,,,
0.3814717158761299,,,,
0.1736655531621776,,,,
0.19800919590176277,,,,
0.2516652958708506,,,,
0.44020021465428544,,,,
0.3902647921519207,,,,
0.37145758697958703,,,,
0.13452075904140254,,,,
0.6486356101494857,,,,
0.08237680486583074,,,,
0.13729467477638455,,,,
0.6968296507163818,,,,
0.41914245116499943,,,,
0.31547914411560224,,,,
0.24713041459749222,,,,
0.22643217837514332,,,,
0.23137309854507096,,,,
0.5048263768869525,,,,
0.5429652894719406,,,,
0.3306493622968727,,,,
0.13168842585511056,,,,
0.706500840818552,,,,
0.3998081278340439,,,,
0.5519177619779634,,,,
0.08237680486583074,,,,
0.6754004966471876,,,,
0.22138101110320718,,,,
0.7554950585018694,,,,
0.45865463845577514,,,,
0.2054838536167141,,,,
0.13452075904140254,,,,
0.1287938212621973,,,,
0.5436591751090257,,,,
0.09107098438942786,,,,
0.32721097393072596,,,,
0.17582297194622568,,,,
0.1882489737482572,,,,
0.9303677170839986,,,,
0.2516652958708506,,,,
0.4350313440758151,,,,
0.11649839466621979,,,,
0.4262773032189597,,,,
0.6714818531495254,,,,
0.5303201199384594,,,,
0.3694221876213464,,,,
0.427160780442806,,,,
0.10274192680835705,,,,
0.6273630550441929,,,,
0.6798512894319556,,,,
0.3774979438062759,,,,
0.2516652958708506,,,,
0.5857191003711151,,,,
0.5063177431401784,,,,
0.40820641477329384,,,,
0.4811194076584164,,,,
0.5310305289909611,,,,
0.11649839466621979,,,,
0.2091210183480643,,,,
0.08237680486583074,,,,
0.5660804459378583,,,,
0.48579815055108455,,,,
0.4811194076584164,,,,
0.19024108185707458,,,,
0.46599357866487917,,,,
0.527468915838677,,,,
0.6327482444181779,,,,
0.25904707427445195,,,,
0.09512054092853729,,,,
0.16011172880790575,,,,
0.6219312380436279,,,,
0.13729467477638455,,,,
0.1063479977863802,,,,
0.5166367781554633,,,,
0.3724711157037222,,,,
0.5895683363214286,,,,
0.3863814637865919,,,,
0.34624399534377837,,,,
0.44699907589692395,,,,
0.37849529810401134,,,,
0.25611989472197816,,,,
0.4324237400996572,,,,
0.44361267048765807,,,,
0.2840374317760948,,,,
0.5324485035552041,,,,
0.18006027791203566,,,,
0.08237680486583074,,,,
0.2879917394242309,,,,
0.3094464813623226,,,,
0.7403735477138546,,,,
0.140013645159432,,,,
0.2745893495527691,,,,
0.1692682431449233,,,,
0.3494951839986594,,,,
0.14529902631672242,,,,
0.2827070383649505,,,,
0.17148099383385612,,,,
0.2745893495527691,,,,
0.2786777533540258,,,,
0.2745893495527691,,,,
0.34186098326090075,,,,
0.1960960187071235,,,,
0.09512054092853729,,,,
0.41279830741714174,,,,
0.13729467477638455,,,,
0.3248984999087222,,,,
0.30822578042507115,,,,
0.17582297194622568,,,,
0.3559084745991946,,,,
0.35907216770192585,,,,
0.2745893495527691,,,,
0.2425107471690564,,,,
0.3007975616014455,,,,
0.2879917394242309,,,,
0.2879917394242309,,,,
0.5324485035552041,,,,
0.5209966594865328,,,,
0.4651838585419993,,,,
0.20731041268120934,,,,
0.2676365919365702,,,,
0.24406035237492416,,,,
0.5634102402669764,,,,
0.8005586440395288,,,,
0.11321608918757166,,,,
0.4026270214588156,,,,
0.30822578042507115,,,,
0.491967263087575,,,,
0.22476106934884116,,,,
0.2619415448299671,,,,
0.11321608918757166,,,,
0.2786777533540258,,,,
0.2633768517102211,,,,
0.47401471121230215,,,,
0.2604983297432664,,,,
0.32373606863316884,,,,
0.22307744212707045,,,,
0.11649839466621979,,,,
0.1196907225673086,,,,
0.3724711157037222,,,,
0.39506527756533166,,,,
0.4384840279461987,,,,
0.34624399534377837,,,,
0.09512054092853729,,,,
0.30822578042507115,,,,
0.6714818531495254,,,,
0.4376234107712299,,,,
0.3306493622968727,,,,
0.08237680486583074,,,,
0.08237680486583074,,,,
0.13168842585511056,,,,
0.5063177431401784,,,,
0.5303201199384594,,,,
0.13168842585511056,,,,
0.3057697589705168,,,,
0.26480437897751224,,,,
0.4173396795786948,,,,
0.2931811972349295,,,,
0.3473311063243552,,,,
0.317860152566611,,,,
0.2840374317760948,,,,
0.2840374317760948,,,,
0.11649839466621979,,,,
0.3190439933591405,,,,
0.1196907225673086,,,,
0.27321295316828353,,,,
0.2786777533540258,,,,
0.1063479977863802,,,,
0.2486512315030966,,,,
0.33178757345055393,,,,
0.3248984999087222,,,,
0.23780135232134322,,,,
0.30453432054862023,,,,
0.3057697589705168,,,,
0.340756421461477,,,,
0.08237680486583074,,,,
0.3988640695441056,,,,
0.35907216770192585,,,,
0.09512054092853729,,,,
0.16475360973166148,,,,
0.2690415180828051,,,,
0.25464368706786944,,,,
0.1196907225673086,,,,
0.11649839466621979,,,,
0.2853616227856119,,,,
0.47480937180573884,,,,
0.1736655531621776,,,,
0.1063479977863802,,,,
0.36840027089846594,,,,
0.29446427206196807,,,,
0.15533119288829308,,,,
0.1779542372995973,,,,
0.39315211727779914,,,,
0.1862355578518611,,,,
0.2931811972349295,,,,
0.32950721946332295,,,,
0.36531736924409813,,,,
0.29059805263344485,,,,
0.31547914411560224,,,,
0.45369606425858383,,,,
0.2619415448299671,,,,
0.2604983297432664,,,,
0.3774979438062759,,,,
0.19416399111036634,,,,
0.4520311189575036,,,,
0.33517901668040184,,,,
0.2840374317760948,,,,
0.1478708901625527,,,,
0.35484764221091764,,,,
0.39122960151586184,,,,
0.3385364862898466,,,,
0.3988640695441056,,,,
0.24713041459749222,,,,
0.2531588715700892,,,,
0.2931811972349295,,,,
0.3814717158761299,,,,
0.1196907225673086,,,,
0.1196907225673086,,,,
0.1882489737482572,,,,
0.13168842585511056,,,,
0.09512054092853729,,,,
0.2619415448299671,,,,
0.30204828450804605,,,,
0.1960960187071235,,,,
0.3569661544185999,,,,
0.2704391457632908,,,,
0.29189248243699,,,,
0.2409511763482716,,,,
0.08237680486583074,,,,
0.25464368706786944,,,,
0.4289222756703868,,,,
0.33964826756271493,,,,
0.2853616227856119,,,,
0.2745893495527691,,,,
0.08237680486583074,,,,
0.42183216294545195,,,,
0.3494951839986594,,,,
0.30453432054862023,,,,
0.2516652958708506,,,,
0.24406035237492416,,,,
0.21967147964221528,,,,
0.3601205558240713,,,,
0.3225694483753564,,,,
0.2853616227856119,,,,
0.08237680486583074,,,,
0.2604983297432664,,,,
0.15533119288829308,,,,
0.2091210183480643,,,,
0.2745893495527691,,,,
0.08237680486583074,,,,
0.21091608147272597,,,,
0.35164594389245135,,,,
0.2162118700498286,,,,
0.4044953703400743,,,,
0.1196907225673086,,,,
0.3622082287093908,,,,
0.1258326479354253,,,,
0.21794853947508364,,,,
0.31187354976861786,,,,
0.23780135232134322,,,,
0.3580207096094887,,,,
0.317860152566611,,,,
0.2676365919365702,,,,
0.4227249304265321,,,,
0.25464368706786944,,,,
0.3166718861547249,,,,
0.23460924310031642,,,,
0.37448994412578274,,,,
0.22973793248279437,,,,
0.3494951839986594,,,,
0.15039878080072275,,,,
0.21091608147272597,,,,
0.4227249304265321,,,,
0.34624399534377837,,,,
0.3057697589705168,,,,
0.08237680486583074,,,,
0.3774979438062759,,,,
0.1960960187071235,,,,
